detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
5973,2038,537,85,55,2,2,Detritus / Unsharp Organisms,confirmed
5975,1414,780,76,49,2,2,Detritus / Unsharp Organisms,confirmed
5990,1442,1488,241,180,2,2,Detritus / Unsharp Organisms,confirmed
6006,2388,2717,111,45,2,2,Detritus / Unsharp Organisms,confirmed
5984,2136,1185,43,44,3,3,Detritus / Unsharp Organisms,confirmed
6004,2024,2549,78,70,3,3,Detritus / Unsharp Organisms,confirmed
5967,1500,133,140,124,3,3,Detritus / Unsharp Organisms,confirmed
5978,2157,969,81,77,3,3,Detritus / Unsharp Organisms,confirmed
5968,1713,253,81,115,7,7,Detritus / Unsharp Organisms,confirmed
5995,900,1860,51,136,7,7,Detritus / Unsharp Organisms,confirmed
5997,1803,2030,51,57,7,7,Detritus / Unsharp Organisms,confirmed
5980,1195,999,65,121,7,7,Detritus / Unsharp Organisms,confirmed
5977,1247,936,51,89,7,7,Detritus / Unsharp Organisms,confirmed
5976,2588,781,48,74,7,7,Detritus / Unsharp Organisms,confirmed
5987,2459,1401,46,61,7,7,Detritus / Unsharp Organisms,confirmed
6007,2295,2741,56,62,7,7,Detritus / Unsharp Organisms,confirmed
5969,1943,284,50,70,7,7,Detritus / Unsharp Organisms,confirmed
5971,1525,407,64,71,7,7,Detritus / Unsharp Organisms,confirmed
5998,3106,2051,53,78,7,7,Detritus / Unsharp Organisms,confirmed
5999,964,2209,52,81,7,7,Detritus / Unsharp Organisms,confirmed
5983,1909,1182,40,67,7,7,Detritus / Unsharp Organisms,confirmed
6005,1591,2683,35,84,7,7,Detritus / Unsharp Organisms,confirmed
5994,2687,1790,74,106,7,7,Detritus / Unsharp Organisms,confirmed
5982,2068,1137,38,65,7,7,Detritus / Unsharp Organisms,confirmed
5974,1884,677,97,173,8,8,Detritus / Unsharp Organisms,confirmed
5993,1097,1693,84,173,8,8,Detritus / Unsharp Organisms,confirmed
5986,1382,1379,38,77,8,8,Detritus / Unsharp Organisms,confirmed
5989,2991,1445,53,98,8,8,Detritus / Unsharp Organisms,confirmed
6003,2239,2434,32,62,8,8,Detritus / Unsharp Organisms,confirmed
5991,2930,1579,60,60,15,15,Detritus / Unsharp Organisms,confirmed
6002,2290,2371,134,165,16,16,Detritus / Unsharp Organisms,confirmed
5988,2684,1413,143,209,16,16,Detritus / Unsharp Organisms,confirmed
5972,2191,517,56,61,19,19,Detritus / Unsharp Organisms,confirmed
5996,960,2020,109,120,19,19,Detritus / Unsharp Organisms,confirmed
5970,1972,356,132,193,29,29,Detritus / Unsharp Organisms,confirmed
5981,2977,1075,82,146,40,40,Detritus / Unsharp Organisms,confirmed
6000,1327,2215,113,142,49,49,Detritus / Unsharp Organisms,confirmed
5985,2754,1230,151,166,49,49,Detritus / Unsharp Organisms,confirmed
5992,1134,1597,90,100,49,49,Detritus / Unsharp Organisms,confirmed
6001,2661,2342,144,112,49,49,Detritus / Unsharp Organisms,confirmed
5979,850,992,74,87,49,49,Detritus / Unsharp Organisms,confirmed
