detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
1184,2305,299,158,48,2,2,Detritus / Unsharp Organisms,confirmed
1186,2466,341,50,41,2,2,Detritus / Unsharp Organisms,confirmed
1195,1330,1581,166,89,2,2,Detritus / Unsharp Organisms,confirmed
1193,2691,1445,102,82,2,2,Detritus / Unsharp Organisms,confirmed
1189,2033,824,68,39,2,2,Detritus / Unsharp Organisms,confirmed
1188,1360,793,59,54,3,3,Detritus / Unsharp Organisms,confirmed
1190,1838,850,49,44,3,3,Detritus / Unsharp Organisms,confirmed
1185,1836,308,152,76,4,4,Detritus / Unsharp Organisms,confirmed
1192,2877,1236,93,52,4,4,Detritus / Unsharp Organisms,confirmed
1194,1539,1496,51,46,5,5,Detritus / Unsharp Organisms,confirmed
1201,1554,2728,70,97,7,7,Detritus / Unsharp Organisms,confirmed
1191,2867,1166,61,58,10,10,Detritus / Unsharp Organisms,confirmed
1200,2263,2395,93,177,16,16,Detritus / Unsharp Organisms,confirmed
1198,2124,2091,51,67,29,29,Detritus / Unsharp Organisms,confirmed
1197,1007,1810,101,148,38,38,Detritus / Unsharp Organisms,confirmed
1199,1337,2315,83,77,49,49,Detritus / Unsharp Organisms,confirmed
1187,2048,729,89,92,49,49,Detritus / Unsharp Organisms,confirmed
1183,1894,119,100,106,49,49,Detritus / Unsharp Organisms,confirmed
1196,1415,1671,66,69,49,49,Detritus / Unsharp Organisms,confirmed
