detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
672,2710,1048,155,140,0,0,Cladoceramorpha,confirmed
694,2784,2226,82,65,2,2,Detritus / Unsharp Organisms,confirmed
686,3109,1818,61,52,2,2,Detritus / Unsharp Organisms,confirmed
675,2456,1104,71,50,2,2,Detritus / Unsharp Organisms,confirmed
673,1415,1051,121,118,2,2,Detritus / Unsharp Organisms,confirmed
674,1157,1077,95,36,2,2,Detritus / Unsharp Organisms,confirmed
702,2347,2519,77,56,2,2,Detritus / Unsharp Organisms,confirmed
706,2256,2663,68,38,2,2,Detritus / Unsharp Organisms,confirmed
696,1362,2310,59,42,2,2,Detritus / Unsharp Organisms,confirmed
664,2467,320,93,56,2,2,Detritus / Unsharp Organisms,confirmed
678,1804,1163,82,71,3,3,Detritus / Unsharp Organisms,confirmed
700,2685,2425,81,65,3,3,Detritus / Unsharp Organisms,confirmed
682,2118,1454,57,55,3,3,Detritus / Unsharp Organisms,confirmed
679,1999,1281,51,47,3,3,Detritus / Unsharp Organisms,confirmed
688,1489,1916,49,39,3,3,Detritus / Unsharp Organisms,confirmed
704,1670,2544,63,51,3,3,Detritus / Unsharp Organisms,confirmed
668,2629,395,43,41,3,3,Detritus / Unsharp Organisms,confirmed
681,1779,1448,43,44,5,5,Detritus / Unsharp Organisms,confirmed
685,762,1753,43,43,5,5,Detritus / Unsharp Organisms,confirmed
697,1974,2348,61,55,6,6,Detritus / Unsharp Organisms,confirmed
671,1150,1012,68,39,6,6,Detritus / Unsharp Organisms,confirmed
689,2835,2023,50,46,6,6,Detritus / Unsharp Organisms,confirmed
684,2066,1699,51,47,6,6,Detritus / Unsharp Organisms,confirmed
707,1828,2747,46,42,6,6,Detritus / Unsharp Organisms,confirmed
701,2130,2481,53,65,7,7,Detritus / Unsharp Organisms,confirmed
665,1972,332,69,74,7,7,Detritus / Unsharp Organisms,confirmed
699,2364,2413,67,72,7,7,Detritus / Unsharp Organisms,confirmed
677,1535,1147,42,61,7,7,Detritus / Unsharp Organisms,confirmed
687,845,1910,38,65,7,7,Detritus / Unsharp Organisms,confirmed
705,1994,2563,43,50,7,7,Detritus / Unsharp Organisms,confirmed
703,2829,2543,51,90,7,7,Detritus / Unsharp Organisms,confirmed
691,937,2156,42,54,7,7,Detritus / Unsharp Organisms,confirmed
683,662,1642,51,73,7,7,Detritus / Unsharp Organisms,confirmed
693,2575,2208,44,63,7,7,Detritus / Unsharp Organisms,confirmed
666,1434,371,38,103,7,7,Detritus / Unsharp Organisms,confirmed
667,1533,387,53,107,8,8,Detritus / Unsharp Organisms,confirmed
676,2873,1121,76,75,13,13,Detritus / Unsharp Organisms,confirmed
698,1568,2365,50,57,14,14,Detritus / Unsharp Organisms,confirmed
669,1843,689,47,56,23,2,Detritus / Unsharp Organisms,relabelled
690,1681,2122,103,82,32,32,Detritus / Unsharp Organisms,confirmed
695,2079,2277,73,57,49,49,Detritus / Unsharp Organisms,confirmed
670,2693,884,63,128,49,49,Detritus / Unsharp Organisms,confirmed
680,1662,1401,55,67,49,49,Detritus / Unsharp Organisms,confirmed
692,2404,2182,67,56,49,49,Detritus / Unsharp Organisms,confirmed
