detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
2100,2331,308,131,52,2,2,Detritus / Unsharp Organisms,confirmed
2102,1547,431,50,44,2,2,Detritus / Unsharp Organisms,confirmed
2105,1803,836,78,70,3,3,Detritus / Unsharp Organisms,confirmed
2112,2620,1865,63,54,3,3,Detritus / Unsharp Organisms,confirmed
2113,1374,2311,51,38,6,6,Detritus / Unsharp Organisms,confirmed
2114,2295,2372,46,37,6,6,Detritus / Unsharp Organisms,confirmed
2104,1385,786,52,63,7,7,Detritus / Unsharp Organisms,confirmed
2101,1964,317,36,122,7,7,Detritus / Unsharp Organisms,confirmed
2103,1365,528,51,69,7,7,Detritus / Unsharp Organisms,confirmed
2115,1609,2727,36,104,7,7,Detritus / Unsharp Organisms,confirmed
2106,1592,1025,65,67,7,7,Detritus / Unsharp Organisms,confirmed
2099,1390,210,34,94,7,7,Detritus / Unsharp Organisms,confirmed
2110,1440,1675,41,61,8,8,Detritus / Unsharp Organisms,confirmed
2111,1091,1842,40,96,8,8,Detritus / Unsharp Organisms,confirmed
2109,1433,1582,62,80,18,18,Detritus / Unsharp Organisms,confirmed
2107,2948,1225,45,62,40,40,Detritus / Unsharp Organisms,confirmed
2108,2778,1309,95,158,49,49,Detritus / Unsharp Organisms,confirmed
