detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
4910,1349,969,137,84,2,2,Detritus / Unsharp Organisms,confirmed
4950,2865,1588,126,68,2,2,Detritus / Unsharp Organisms,confirmed
5001,2303,2404,168,100,2,2,Detritus / Unsharp Organisms,confirmed
4897,1876,770,216,109,2,2,Detritus / Unsharp Organisms,confirmed
4928,1675,1342,93,63,2,2,Detritus / Unsharp Organisms,confirmed
4898,2230,778,165,96,2,2,Detritus / Unsharp Organisms,confirmed
4973,927,1943,149,69,2,2,Detritus / Unsharp Organisms,confirmed
4912,2716,992,74,55,2,2,Detritus / Unsharp Organisms,confirmed
4969,2853,1904,70,45,2,2,Detritus / Unsharp Organisms,confirmed
4946,2437,1547,73,48,2,2,Detritus / Unsharp Organisms,confirmed
4876,1766,391,117,51,2,2,Detritus / Unsharp Organisms,confirmed
5000,1433,2343,192,79,2,2,Detritus / Unsharp Organisms,confirmed
4959,2901,1738,70,42,2,2,Detritus / Unsharp Organisms,confirmed
5003,2657,2433,108,38,2,2,Detritus / Unsharp Organisms,confirmed
4925,2005,1206,185,111,2,2,Detritus / Unsharp Organisms,confirmed
4974,2763,1955,52,39,2,2,Detritus / Unsharp Organisms,confirmed
4916,1918,1059,72,54,2,2,Detritus / Unsharp Organisms,confirmed
4889,2209,601,63,41,2,2,Detritus / Unsharp Organisms,confirmed
4998,3068,2291,57,38,2,2,Detritus / Unsharp Organisms,confirmed
4899,1402,781,150,39,2,2,Detritus / Unsharp Organisms,confirmed
4975,3098,1982,78,43,2,2,Detritus / Unsharp Organisms,confirmed
4996,1328,2259,114,83,2,2,Detritus / Unsharp Organisms,confirmed
4924,2767,1197,82,64,2,2,Detritus / Unsharp Organisms,confirmed
5008,2025,2565,75,60,2,2,Detritus / Unsharp Organisms,confirmed
4867,2435,226,118,74,2,2,Detritus / Unsharp Organisms,confirmed
4992,1008,2195,142,84,2,2,Detritus / Unsharp Organisms,confirmed
4979,1046,2022,69,48,2,2,Detritus / Unsharp Organisms,confirmed
4917,1137,1069,49,40,2,2,Detritus / Unsharp Organisms,confirmed
4911,2118,980,158,62,2,2,Detritus / Unsharp Organisms,confirmed
4932,1404,1382,100,50,2,2,Detritus / Unsharp Organisms,confirmed
4941,1595,1505,82,54,2,2,Detritus / Unsharp Organisms,confirmed
4968,3154,1895,91,73,2,2,Detritus / Unsharp Organisms,confirmed
4863,1992,88,103,78,2,2,Detritus / Unsharp Organisms,confirmed
4923,1908,1182,90,43,2,2,Detritus / Unsharp Organisms,confirmed
4944,3335,1536,97,59,2,2,Detritus / Unsharp Organisms,confirmed
4934,2446,1423,89,53,2,2,Detritus / Unsharp Organisms,confirmed
4913,3246,1000,111,48,2,2,Detritus / Unsharp Organisms,confirmed
4869,2104,279,109,46,2,2,Detritus / Unsharp Organisms,confirmed
4961,2619,1800,66,64,3,3,Detritus / Unsharp Organisms,confirmed
4906,1809,897,55,43,3,3,Detritus / Unsharp Organisms,confirmed
4866,1490,193,126,117,3,3,Detritus / Unsharp Organisms,confirmed
4929,2827,1342,200,85,4,4,Detritus / Unsharp Organisms,confirmed
4943,2685,1516,228,115,4,4,Detritus / Unsharp Organisms,confirmed
