detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
5561,1714,729,160,129,2,2,Detritus / Unsharp Organisms,confirmed
5591,1318,2263,123,78,2,2,Detritus / Unsharp Organisms,confirmed
5588,2915,2013,201,108,2,2,Detritus / Unsharp Organisms,confirmed
5562,1343,733,111,81,2,2,Detritus / Unsharp Organisms,confirmed
5554,1806,281,193,70,2,2,Detritus / Unsharp Organisms,confirmed
5572,2003,1110,130,101,2,2,Detritus / Unsharp Organisms,confirmed
5576,1275,1364,143,62,2,2,Detritus / Unsharp Organisms,confirmed
5596,1934,2754,59,50,2,2,Detritus / Unsharp Organisms,confirmed
5590,918,2217,84,54,2,2,Detritus / Unsharp Organisms,confirmed
5574,1841,1150,112,65,2,2,Detritus / Unsharp Organisms,confirmed
5595,2274,2750,77,50,2,2,Detritus / Unsharp Organisms,confirmed
5570,2563,1077,70,47,2,2,Detritus / Unsharp Organisms,confirmed
5586,953,1983,112,65,2,2,Detritus / Unsharp Organisms,confirmed
5563,2019,780,73,48,2,2,Detritus / Unsharp Organisms,confirmed
5584,3096,1889,83,52,2,2,Detritus / Unsharp Organisms,confirmed
5565,1668,849,60,51,2,2,Detritus / Unsharp Organisms,confirmed
5585,2124,1929,100,72,2,2,Detritus / Unsharp Organisms,confirmed
5571,1171,1086,55,38,3,3,Detritus / Unsharp Organisms,confirmed
5578,1480,1487,112,71,4,4,Detritus / Unsharp Organisms,confirmed
5564,2523,782,96,63,4,4,Detritus / Unsharp Organisms,confirmed
5579,2809,1520,183,119,4,4,Detritus / Unsharp Organisms,confirmed
5575,2675,1206,83,189,7,7,Detritus / Unsharp Organisms,confirmed
5593,1368,2355,68,194,7,7,Detritus / Unsharp Organisms,confirmed
5560,2028,641,81,123,7,7,Detritus / Unsharp Organisms,confirmed
5587,898,2010,31,61,7,7,Detritus / Unsharp Organisms,confirmed
5566,2493,889,46,48,7,7,Detritus / Unsharp Organisms,confirmed
5557,1516,407,68,70,7,7,Detritus / Unsharp Organisms,confirmed
5583,2703,1798,72,97,7,7,Detritus / Unsharp Organisms,confirmed
5555,2451,319,57,74,7,7,Detritus / Unsharp Organisms,confirmed
5569,1905,1051,29,74,7,7,Detritus / Unsharp Organisms,confirmed
5581,2598,1637,63,87,7,7,Detritus / Unsharp Organisms,confirmed
5589,1769,2081,65,119,8,8,Detritus / Unsharp Organisms,confirmed
5580,1439,1576,54,124,8,8,Detritus / Unsharp Organisms,confirmed
5577,2637,1398,129,223,8,8,Detritus / Unsharp Organisms,confirmed
5594,2042,2546,56,77,8,8,Detritus / Unsharp Organisms,confirmed
5567,2018,902,67,49,10,10,Detritus / Unsharp Organisms,confirmed
5558,1602,424,93,173,16,16,Detritus / Unsharp Organisms,confirmed
5582,926,1653,194,216,39,39,Detritus / Unsharp Organisms,confirmed
5559,2190,515,43,64,40,40,Detritus / Unsharp Organisms,confirmed
5573,2837,1139,137,107,49,49,Detritus / Unsharp Organisms,confirmed
5568,1071,948,120,133,49,49,Detritus / Unsharp Organisms,confirmed
5556,1902,361,157,187,49,49,Detritus / Unsharp Organisms,confirmed
5592,2184,2319,234,224,49,49,Detritus / Unsharp Organisms,confirmed
