detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
6288,2701,2325,194,52,2,2,Detritus / Unsharp Organisms,confirmed
6292,1977,2423,103,54,2,2,Detritus / Unsharp Organisms,confirmed
6255,1604,1039,229,104,2,2,Detritus / Unsharp Organisms,confirmed
6275,1811,1729,71,48,2,2,Detritus / Unsharp Organisms,confirmed
6257,1130,1066,84,54,2,2,Detritus / Unsharp Organisms,confirmed
6296,2111,2644,252,154,2,2,Detritus / Unsharp Organisms,confirmed
6252,2107,922,124,67,2,2,Detritus / Unsharp Organisms,confirmed
6235,2638,290,56,41,2,2,Detritus / Unsharp Organisms,confirmed
6284,2042,2103,73,47,2,2,Detritus / Unsharp Organisms,confirmed
6258,1964,1092,212,155,2,2,Detritus / Unsharp Organisms,confirmed
6247,2427,741,121,71,2,2,Detritus / Unsharp Organisms,confirmed
6277,900,1803,165,74,2,2,Detritus / Unsharp Organisms,confirmed
6242,1483,427,95,64,2,2,Detritus / Unsharp Organisms,confirmed
6249,2563,796,68,45,2,2,Detritus / Unsharp Organisms,confirmed
6266,2688,1364,322,297,2,2,Detritus / Unsharp Organisms,confirmed
6245,2394,530,61,46,2,2,Detritus / Unsharp Organisms,confirmed
6237,2380,295,85,32,2,2,Detritus / Unsharp Organisms,confirmed
6278,1049,1824,76,42,2,2,Detritus / Unsharp Organisms,confirmed
6293,1776,2492,73,49,2,2,Detritus / Unsharp Organisms,confirmed
6253,2415,1016,75,36,2,2,Detritus / Unsharp Organisms,confirmed
6294,1852,2494,104,36,2,2,Detritus / Unsharp Organisms,confirmed
6236,1801,291,85,83,3,3,Detritus / Unsharp Organisms,confirmed
6240,2808,359,48,46,3,3,Detritus / Unsharp Organisms,confirmed
6260,1832,1147,54,43,3,3,Detritus / Unsharp Organisms,confirmed
6290,2676,2374,54,49,3,3,Detritus / Unsharp Organisms,confirmed
6233,2341,176,44,45,3,3,Detritus / Unsharp Organisms,confirmed
6261,1903,1174,60,51,3,3,Detritus / Unsharp Organisms,confirmed
6239,2465,336,62,55,3,3,Detritus / Unsharp Organisms,confirmed
6263,1815,1208,67,63,3,3,Detritus / Unsharp Organisms,confirmed
6287,1904,2167,188,39,4,4,Detritus / Unsharp Organisms,confirmed
6282,1025,1981,209,118,4,4,Detritus / Unsharp Organisms,confirmed
6270,1510,1524,168,67,4,4,Detritus / Unsharp Organisms,confirmed
6280,1391,1852,121,65,4,4,Detritus / Unsharp Organisms,confirmed
6267,1709,1398,113,252,7,7,Detritus / Unsharp Organisms,confirmed
6285,1299,2118,131,271,7,7,Detritus / Unsharp Organisms,confirmed
6295,2362,2540,52,189,7,7,Detritus / Unsharp Organisms,confirmed
6246,1857,634,111,261,7,7,Detritus / Unsharp Organisms,confirmed
6234,1449,212,83,199,7,7,Detritus / Unsharp Organisms,confirmed
6262,1724,1182,55,86,7,7,Detritus / Unsharp Organisms,confirmed
6268,2453,1398,82,97,7,7,Detritus / Unsharp Organisms,confirmed
6283,971,2039,61,180,7,7,Detritus / Unsharp Organisms,confirmed
6279,888,1833,75,104,7,7,Detritus / Unsharp Organisms,confirmed
6251,1794,873,47,69,7,7,Detritus / Unsharp Organisms,confirmed
6269,2771,1407,59,61,7,7,Detritus / Unsharp Organisms,confirmed
6256,2587,1039,50,60,7,7,Detritus / Unsharp Organisms,confirmed
6241,1571,394,43,106,7,7,Detritus / Unsharp Organisms,confirmed
6244,1063,499,48,94,7,7,Detritus / Unsharp Organisms,confirmed
6250,2327,841,53,64,7,7,Detritus / Unsharp Organisms,confirmed
6297,1517,2701,39,122,7,7,Detritus / Unsharp Organisms,confirmed
6264,2464,1243,113,119,7,7,Detritus / Unsharp Organisms,confirmed
6243,2046,432,128,251,8,8,Detritus / Unsharp Organisms,confirmed
6272,1422,1558,63,152,8,8,Detritus / Unsharp Organisms,confirmed
6271,1245,1545,45,81,8,8,Detritus / Unsharp Organisms,confirmed
6248,2843,759,44,67,8,8,Detritus / Unsharp Organisms,confirmed
6274,2915,1700,58,76,8,8,Detritus / Unsharp Organisms,confirmed
6273,1319,1570,89,84,15,15,Detritus / Unsharp Organisms,confirmed
6291,1602,2378,90,114,28,28,Detritus / Unsharp Organisms,confirmed
6254,2871,1031,120,219,29,29,Detritus / Unsharp Organisms,confirmed
6265,925,1292,136,169,29,29,Detritus / Unsharp Organisms,confirmed
6259,1177,1133,243,259,39,39,Detritus / Unsharp Organisms,confirmed
6281,1702,1937,105,121,47,47,Detritus / Unsharp Organisms,confirmed
6276,2534,1786,110,146,47,47,Detritus / Unsharp Organisms,confirmed
6238,1920,322,131,257,47,47,Detritus / Unsharp Organisms,confirmed
6286,2941,2128,179,182,49,49,Detritus / Unsharp Organisms,confirmed
6232,1956,151,263,171,49,49,Detritus / Unsharp Organisms,confirmed
6289,2004,2368,432,444,49,49,Detritus / Unsharp Organisms,confirmed
