detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
3116,1876,783,133,95,2,2,Detritus / Unsharp Organisms,confirmed
3145,2180,2046,158,83,2,2,Detritus / Unsharp Organisms,confirmed
3117,1367,898,69,48,2,2,Detritus / Unsharp Organisms,confirmed
3107,2334,314,115,38,2,2,Detritus / Unsharp Organisms,confirmed
3112,1865,615,64,46,2,2,Detritus / Unsharp Organisms,confirmed
3153,2034,2564,73,52,2,2,Detritus / Unsharp Organisms,confirmed
3108,1810,382,49,36,2,2,Detritus / Unsharp Organisms,confirmed
3138,2821,1784,94,59,2,2,Detritus / Unsharp Organisms,confirmed
3111,1976,599,118,36,2,2,Detritus / Unsharp Organisms,confirmed
3151,2630,2439,83,39,2,2,Detritus / Unsharp Organisms,confirmed
3144,873,1943,57,41,2,2,Detritus / Unsharp Organisms,confirmed
3155,1526,2666,104,79,2,2,Detritus / Unsharp Organisms,confirmed
3141,2512,1892,102,85,2,2,Detritus / Unsharp Organisms,confirmed
3142,2117,1925,114,63,2,2,Detritus / Unsharp Organisms,confirmed
3133,2497,1518,90,47,2,2,Detritus / Unsharp Organisms,confirmed
3137,2030,1688,46,47,3,3,Detritus / Unsharp Organisms,confirmed
3146,1725,2077,59,47,3,3,Detritus / Unsharp Organisms,confirmed
3150,1330,2334,44,44,3,3,Detritus / Unsharp Organisms,confirmed
3115,2044,774,76,66,3,3,Detritus / Unsharp Organisms,confirmed
3135,3036,1584,82,77,4,4,Detritus / Unsharp Organisms,confirmed
3148,1481,2216,83,46,4,4,Detritus / Unsharp Organisms,confirmed
3152,2263,2442,155,94,4,4,Detritus / Unsharp Organisms,confirmed
3132,1427,1503,67,64,4,4,Detritus / Unsharp Organisms,confirmed
3113,2403,650,93,72,6,6,Detritus / Unsharp Organisms,confirmed
3125,2794,1231,68,156,7,7,Detritus / Unsharp Organisms,confirmed
3149,1382,2232,72,116,7,7,Detritus / Unsharp Organisms,confirmed
3118,2120,908,63,302,7,7,Detritus / Unsharp Organisms,confirmed
3156,1980,2735,56,81,7,7,Detritus / Unsharp Organisms,confirmed
3129,1030,1424,38,49,7,7,Detritus / Unsharp Organisms,confirmed
3131,1541,1486,51,56,7,7,Detritus / Unsharp Organisms,confirmed
3110,1536,404,56,67,7,7,Detritus / Unsharp Organisms,confirmed
3157,2322,2753,37,54,7,7,Detritus / Unsharp Organisms,confirmed
3128,2737,1409,67,110,7,7,Detritus / Unsharp Organisms,confirmed
3143,2824,1930,37,63,7,7,Detritus / Unsharp Organisms,confirmed
3126,2789,1390,38,70,7,7,Detritus / Unsharp Organisms,confirmed
3154,1270,2624,45,112,7,7,Detritus / Unsharp Organisms,confirmed
3121,1911,1130,43,89,7,7,Detritus / Unsharp Organisms,confirmed
3123,2541,1182,42,88,7,7,Detritus / Unsharp Organisms,confirmed
3136,1073,1666,102,187,8,8,Detritus / Unsharp Organisms,confirmed
3119,1164,967,59,117,8,8,Detritus / Unsharp Organisms,confirmed
3124,981,1213,45,97,8,8,Detritus / Unsharp Organisms,confirmed
3109,2009,387,39,76,8,8,Detritus / Unsharp Organisms,confirmed
3114,1142,693,87,87,15,15,Detritus / Unsharp Organisms,confirmed
3106,2137,221,136,152,19,19,Detritus / Unsharp Organisms,confirmed
3139,2400,1844,50,56,19,19,Detritus / Unsharp Organisms,confirmed
3127,1327,1397,52,57,19,19,Detritus / Unsharp Organisms,confirmed
3147,2317,2166,80,220,30,30,Detritus / Unsharp Organisms,confirmed
3120,2954,1091,79,153,41,41,Detritus / Unsharp Organisms,confirmed
3105,1958,190,162,227,47,47,Detritus / Unsharp Organisms,confirmed
3130,1646,1439,94,134,47,47,Detritus / Unsharp Organisms,confirmed
3134,1440,1572,70,127,49,49,Detritus / Unsharp Organisms,confirmed
3122,1780,1145,82,34,49,49,Detritus / Unsharp Organisms,confirmed
3140,2651,1865,163,158,49,49,Detritus / Unsharp Organisms,confirmed
