detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
2500,1880,833,93,67,2,2,Detritus / Unsharp Organisms,confirmed
2505,2151,1203,85,55,2,2,Detritus / Unsharp Organisms,confirmed
2511,1040,1433,49,42,2,2,Detritus / Unsharp Organisms,confirmed
2502,1138,1077,65,33,2,2,Detritus / Unsharp Organisms,confirmed
2498,1373,564,92,43,2,2,Detritus / Unsharp Organisms,confirmed
2517,1736,2002,53,46,2,2,Detritus / Unsharp Organisms,confirmed
2507,1810,1280,63,50,2,2,Detritus / Unsharp Organisms,confirmed
2497,1537,428,62,45,2,2,Detritus / Unsharp Organisms,confirmed
2522,1819,2609,101,81,2,2,Detritus / Unsharp Organisms,confirmed
2504,2821,1166,74,44,4,4,Detritus / Unsharp Organisms,confirmed
2510,2777,1407,54,184,7,7,Detritus / Unsharp Organisms,confirmed
2519,1382,2288,45,58,7,7,Detritus / Unsharp Organisms,confirmed
2508,1875,1281,57,120,7,7,Detritus / Unsharp Organisms,confirmed
2494,1594,261,51,54,7,7,Detritus / Unsharp Organisms,confirmed
2496,2114,325,44,49,7,7,Detritus / Unsharp Organisms,confirmed
2509,2665,1393,39,80,7,7,Detritus / Unsharp Organisms,confirmed
2521,2494,2474,36,56,7,7,Detritus / Unsharp Organisms,confirmed
2513,2528,1642,46,73,7,7,Detritus / Unsharp Organisms,confirmed
2499,1765,689,31,73,8,8,Detritus / Unsharp Organisms,confirmed
2495,1972,302,137,261,17,17,Detritus / Unsharp Organisms,confirmed
2501,2194,975,114,133,19,19,Detritus / Unsharp Organisms,confirmed
2518,1902,2118,60,97,29,50,Copepoda,relabelled
2515,1096,1762,86,92,40,40,Detritus / Unsharp Organisms,confirmed
2503,2947,1153,82,100,41,41,Detritus / Unsharp Organisms,confirmed
2520,2307,2304,77,78,49,49,Detritus / Unsharp Organisms,confirmed
2516,2292,1871,74,91,49,49,Detritus / Unsharp Organisms,confirmed
2506,1129,1265,173,181,49,49,Detritus / Unsharp Organisms,confirmed
2512,1444,1579,67,83,49,49,Detritus / Unsharp Organisms,confirmed
2514,1094,1696,53,60,49,49,Detritus / Unsharp Organisms,confirmed
