detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
2978,2058,2013,139,138,0,0,Cladoceramorpha,confirmed
2931,2426,1178,131,60,2,2,Detritus / Unsharp Organisms,confirmed
2923,942,1064,93,46,2,2,Detritus / Unsharp Organisms,confirmed
2878,2205,251,195,81,2,2,Detritus / Unsharp Organisms,confirmed
2991,1507,2428,162,81,2,2,Detritus / Unsharp Organisms,confirmed
2999,1369,2640,123,77,2,2,Detritus / Unsharp Organisms,confirmed
3004,1982,2758,72,58,2,2,Detritus / Unsharp Organisms,confirmed
2998,1232,2635,68,51,2,2,Detritus / Unsharp Organisms,confirmed
2966,2214,1733,127,97,2,2,Detritus / Unsharp Organisms,confirmed
2985,978,2267,76,54,2,2,Detritus / Unsharp Organisms,confirmed
2911,3195,898,122,90,2,2,Detritus / Unsharp Organisms,confirmed
2930,680,1165,170,70,2,2,Detritus / Unsharp Organisms,confirmed
2993,1601,2485,124,107,2,2,Detritus / Unsharp Organisms,confirmed
2996,1244,2587,56,36,2,2,Detritus / Unsharp Organisms,confirmed
2929,2135,1154,205,93,2,2,Detritus / Unsharp Organisms,confirmed
2945,1315,1411,68,43,2,2,Detritus / Unsharp Organisms,confirmed
2988,964,2331,140,67,2,2,Detritus / Unsharp Organisms,confirmed
2948,1540,1488,76,60,2,2,Detritus / Unsharp Organisms,confirmed
2888,1083,498,124,102,2,2,Detritus / Unsharp Organisms,confirmed
2924,1623,1073,64,40,2,2,Detritus / Unsharp Organisms,confirmed
2947,2780,1482,82,68,2,2,Detritus / Unsharp Organisms,confirmed
2965,1843,1718,102,30,2,2,Detritus / Unsharp Organisms,confirmed
2894,1999,583,61,40,2,2,Detritus / Unsharp Organisms,confirmed
2920,2272,1027,105,84,2,2,Detritus / Unsharp Organisms,confirmed
3006,2408,2764,142,55,2,2,Detritus / Unsharp Organisms,confirmed
2937,2036,1208,87,73,2,2,Detritus / Unsharp Organisms,confirmed
2874,1868,79,120,82,2,2,Detritus / Unsharp Organisms,confirmed
2970,3134,1766,97,90,3,3,Detritus / Unsharp Organisms,confirmed
2889,2072,502,62,54,3,3,Detritus / Unsharp Organisms,confirmed
2908,1058,832,74,70,3,3,Detritus / Unsharp Organisms,confirmed
3002,2305,2709,53,52,3,3,Detritus / Unsharp Organisms,confirmed
2927,1606,1119,89,79,3,3,Detritus / Unsharp Organisms,confirmed
2897,913,622,66,59,3,3,Detritus / Unsharp Organisms,confirmed
3001,1611,2703,93,89,3,3,Detritus / Unsharp Organisms,confirmed
3003,2558,2727,70,66,3,3,Detritus / Unsharp Organisms,confirmed
2954,1425,1514,74,55,4,4,Detritus / Unsharp Organisms,confirmed
2909,1371,862,131,94,6,6,Detritus / Unsharp Organisms,confirmed
2951,1858,1498,77,70,6,6,Detritus / Unsharp Organisms,confirmed
2879,2321,321,71,122,7,7,Detritus / Unsharp Organisms,confirmed
2960,2497,1598,113,125,7,7,Detritus / Unsharp Organisms,confirmed
2941,2819,1247,84,156,7,7,Detritus / Unsharp Organisms,confirmed
3007,1767,2773,64,103,7,7,Detritus / Unsharp Organisms,confirmed
2935,3147,1193,67,77,7,7,Detritus / Unsharp Organisms,confirmed
2956,2249,1530,70,75,7,7,Detritus / Unsharp Organisms,confirmed
2883,1369,411,83,131,7,7,Detritus / Unsharp Organisms,confirmed
2940,2304,1247,46,69,7,7,Detritus / Unsharp Organisms,confirmed
2968,948,1748,43,68,7,7,Detritus / Unsharp Organisms,confirmed
