detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
6718,788,1084,125,83,2,2,Detritus / Unsharp Organisms,confirmed
6715,1940,975,83,64,2,2,Detritus / Unsharp Organisms,confirmed
6704,1287,666,75,48,2,2,Detritus / Unsharp Organisms,confirmed
6731,1311,1724,55,33,2,2,Detritus / Unsharp Organisms,confirmed
6695,1180,321,69,43,2,2,Detritus / Unsharp Organisms,confirmed
6733,622,1740,56,37,2,2,Detritus / Unsharp Organisms,confirmed
6700,1535,525,53,45,2,2,Detritus / Unsharp Organisms,confirmed
6697,2367,426,69,41,2,2,Detritus / Unsharp Organisms,confirmed
6761,1636,2659,79,51,2,2,Detritus / Unsharp Organisms,confirmed
6702,2892,649,66,55,2,2,Detritus / Unsharp Organisms,confirmed
6694,1493,311,95,47,2,2,Detritus / Unsharp Organisms,confirmed
6755,2897,2444,93,87,2,2,Detritus / Unsharp Organisms,confirmed
6693,2308,284,140,117,2,2,Detritus / Unsharp Organisms,confirmed
6762,2570,2701,96,60,2,2,Detritus / Unsharp Organisms,confirmed
6744,3100,2045,78,67,2,2,Detritus / Unsharp Organisms,confirmed
6696,2732,424,72,57,3,3,Detritus / Unsharp Organisms,confirmed
6754,2997,2394,56,48,3,3,Detritus / Unsharp Organisms,confirmed
6710,696,860,63,57,3,3,Detritus / Unsharp Organisms,confirmed
6729,2924,1667,188,75,4,4,Detritus / Unsharp Organisms,confirmed
6750,2589,2230,88,56,4,4,Detritus / Unsharp Organisms,confirmed
6749,1317,2205,132,104,4,4,Detritus / Unsharp Organisms,confirmed
6708,1219,797,84,79,4,4,Detritus / Unsharp Organisms,confirmed
6753,1709,2314,54,30,4,4,Detritus / Unsharp Organisms,confirmed
6706,2371,778,114,51,4,4,Detritus / Unsharp Organisms,confirmed
6711,2938,899,69,35,4,4,Detritus / Unsharp Organisms,confirmed
6739,1561,1881,101,71,4,4,Detritus / Unsharp Organisms,confirmed
6725,3010,1493,123,54,4,4,Detritus / Unsharp Organisms,confirmed
6742,2310,1970,62,58,4,4,Detritus / Unsharp Organisms,confirmed
6747,2486,2181,81,61,4,4,Detritus / Unsharp Organisms,confirmed
6712,2178,908,88,47,4,4,Detritus / Unsharp Organisms,confirmed
6713,1011,960,461,175,4,4,Detritus / Unsharp Organisms,confirmed
6759,1398,2604,49,45,6,6,Detritus / Unsharp Organisms,confirmed
6743,2643,1970,52,116,7,7,Detritus / Unsharp Organisms,confirmed
6721,2604,1375,69,75,7,7,Detritus / Unsharp Organisms,confirmed
6741,655,1968,58,62,7,7,Detritus / Unsharp Organisms,confirmed
6737,3138,1852,57,64,7,7,Detritus / Unsharp Organisms,confirmed
6722,532,1379,34,74,7,7,Detritus / Unsharp Organisms,confirmed
6726,2412,1495,44,116,7,7,Detritus / Unsharp Organisms,confirmed
6699,2240,441,38,88,8,8,Detritus / Unsharp Organisms,confirmed
6752,1060,2293,88,68,9,9,Detritus / Unsharp Organisms,confirmed
6728,2114,1662,136,118,9,9,Detritus / Unsharp Organisms,confirmed
6751,934,2260,79,59,9,9,Detritus / Unsharp Organisms,confirmed
6745,1773,2047,90,74,9,9,Detritus / Unsharp Organisms,confirmed
6723,1182,1408,92,65,10,10,Detritus / Unsharp Organisms,confirmed
6758,2486,2596,80,81,13,13,Detritus / Unsharp Organisms,confirmed
6701,1679,633,121,200,16,16,Detritus / Unsharp Organisms,confirmed
6703,2641,659,66,107,16,16,Detritus / Unsharp Organisms,confirmed
6734,2960,1795,36,92,16,16,Detritus / Unsharp Organisms,confirmed
6756,1768,2564,58,79,16,16,Detritus / Unsharp Organisms,confirmed
6746,2246,2175,40,69,16,16,Detritus / Unsharp Organisms,confirmed
6732,2236,1728,138,163,16,16,Detritus / Unsharp Organisms,confirmed
6709,837,803,142,293,17,17,Detritus / Unsharp Organisms,confirmed
6748,2365,2189,44,57,19,19,Detritus / Unsharp Organisms,confirmed
6719,1818,1090,54,61,27,27,Detritus / Unsharp Organisms,confirmed
6714,1878,974,56,62,27,27,Detritus / Unsharp Organisms,confirmed
6727,2780,1614,49,62,27,27,Detritus / Unsharp Organisms,confirmed
6698,1181,433,91,85,32,32,Detritus / Unsharp Organisms,confirmed
6740,1784,1902,67,85,39,39,Detritus / Unsharp Organisms,confirmed
6730,3100,1705,105,92,40,40,Detritus / Unsharp Organisms,confirmed
6705,1533,673,77,69,48,48,Detritus / Unsharp Organisms,confirmed
6736,2995,1816,85,78,49,49,Detritus / Unsharp Organisms,confirmed
6707,2660,780,91,92,49,49,Detritus / Unsharp Organisms,confirmed
6716,811,1001,71,72,49,49,Detritus / Unsharp Organisms,confirmed
6717,2229,1078,136,128,49,49,Detritus / Unsharp Organisms,confirmed
6757,2227,2588,118,102,49,49,Detritus / Unsharp Organisms,confirmed
6738,633,1875,83,89,49,49,Detritus / Unsharp Organisms,confirmed
6720,2041,1204,72,59,49,49,Detritus / Unsharp Organisms,confirmed
6724,674,1472,168,94,49,49,Detritus / Unsharp Organisms,confirmed
6760,1575,2622,56,51,49,49,Detritus / Unsharp Organisms,confirmed
6735,1593,1798,85,91,49,49,Detritus / Unsharp Organisms,confirmed
