detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
3316,1874,830,168,76,2,2,Detritus / Unsharp Organisms,confirmed
3346,1385,2309,94,61,2,2,Detritus / Unsharp Organisms,confirmed
3322,2149,1207,286,169,2,2,Detritus / Unsharp Organisms,confirmed
3353,2130,2602,81,45,2,2,Detritus / Unsharp Organisms,confirmed
3315,1893,676,73,45,2,2,Detritus / Unsharp Organisms,confirmed
3314,2000,631,66,44,2,2,Detritus / Unsharp Organisms,confirmed
3344,2892,2081,65,34,2,2,Detritus / Unsharp Organisms,confirmed
3352,2046,2563,72,65,2,2,Detritus / Unsharp Organisms,confirmed
3317,2343,843,53,39,2,2,Detritus / Unsharp Organisms,confirmed
3330,2610,1504,79,54,2,2,Detritus / Unsharp Organisms,confirmed
3355,1609,2724,69,37,2,2,Detritus / Unsharp Organisms,confirmed
3319,1159,1060,131,83,2,2,Detritus / Unsharp Organisms,confirmed
3349,2664,2440,51,35,2,2,Detritus / Unsharp Organisms,confirmed
3339,2838,1783,77,58,2,2,Detritus / Unsharp Organisms,confirmed
3328,1315,1399,65,57,2,2,Detritus / Unsharp Organisms,confirmed
3350,2277,2481,181,88,2,2,Detritus / Unsharp Organisms,confirmed
3308,1397,190,241,96,2,2,Detritus / Unsharp Organisms,confirmed
3354,1817,2640,105,47,2,2,Detritus / Unsharp Organisms,confirmed
3325,2554,1253,69,52,2,2,Detritus / Unsharp Organisms,confirmed
3320,2223,1097,90,48,2,2,Detritus / Unsharp Organisms,confirmed
3351,2395,2561,77,75,3,3,Detritus / Unsharp Organisms,confirmed
3357,1984,2784,74,67,3,3,Detritus / Unsharp Organisms,confirmed
3356,2328,2783,51,47,3,3,Detritus / Unsharp Organisms,confirmed
3327,2848,1392,160,76,4,4,Detritus / Unsharp Organisms,confirmed
3348,2324,2350,187,97,4,4,Detritus / Unsharp Organisms,confirmed
3338,1073,1760,200,108,4,4,Detritus / Unsharp Organisms,confirmed
3310,1968,246,317,129,4,4,Detritus / Unsharp Organisms,confirmed
3331,1432,1506,78,62,4,4,Detritus / Unsharp Organisms,confirmed
3347,1328,2332,47,47,5,5,Detritus / Unsharp Organisms,confirmed
3341,2845,2013,51,43,6,6,Detritus / Unsharp Organisms,confirmed
3318,2858,956,37,46,7,7,Detritus / Unsharp Organisms,confirmed
3336,3252,1593,51,76,7,7,Detritus / Unsharp Organisms,confirmed
3323,982,1218,43,74,7,7,Detritus / Unsharp Organisms,confirmed
3324,1990,1228,52,62,7,7,Detritus / Unsharp Organisms,confirmed
3333,2285,1543,55,71,7,7,Detritus / Unsharp Organisms,confirmed
3312,1536,390,56,81,7,7,Detritus / Unsharp Organisms,confirmed
3311,2442,337,53,70,7,7,Detritus / Unsharp Organisms,confirmed
3340,2513,1883,51,82,7,7,Detritus / Unsharp Organisms,confirmed
3345,1098,2146,42,90,7,7,Detritus / Unsharp Organisms,confirmed
3329,1541,1486,50,56,14,14,Detritus / Unsharp Organisms,confirmed
3337,2830,1615,72,71,15,15,Detritus / Unsharp Organisms,confirmed
3342,1749,2064,68,77,19,19,Detritus / Unsharp Organisms,confirmed
3326,3307,1366,73,136,22,22,Detritus / Unsharp Organisms,confirmed
3313,2149,460,93,141,26,26,Cladoceramorpha,confirmed
3334,1442,1577,98,148,29,29,Detritus / Unsharp Organisms,confirmed
3335,3037,1584,78,81,40,40,Detritus / Unsharp Organisms,confirmed
3321,2961,1173,164,89,48,48,Detritus / Unsharp Organisms,confirmed
3343,2300,2079,98,117,49,49,Detritus / Unsharp Organisms,confirmed
3332,1715,1524,97,94,49,49,Detritus / Unsharp Organisms,confirmed
3309,1862,206,91,44,49,49,Detritus / Unsharp Organisms,confirmed
