detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
5691,2692,759,116,172,0,50,Copepoda,relabelled
5704,996,1359,170,187,0,0,Cladoceramorpha,confirmed
5719,1324,2261,127,93,2,2,Detritus / Unsharp Organisms,confirmed
5713,865,1933,81,59,2,2,Detritus / Unsharp Organisms,confirmed
5720,1212,2317,151,64,2,2,Detritus / Unsharp Organisms,confirmed
5718,999,2224,74,54,2,2,Detritus / Unsharp Organisms,confirmed
5707,3034,1482,83,65,2,2,Detritus / Unsharp Organisms,confirmed
5684,1935,480,67,48,2,2,Detritus / Unsharp Organisms,confirmed
5725,2319,2710,90,28,2,2,Detritus / Unsharp Organisms,confirmed
5716,3111,2113,77,40,2,2,Detritus / Unsharp Organisms,confirmed
5702,1009,1299,79,65,2,2,Detritus / Unsharp Organisms,confirmed
5693,2594,797,57,58,3,3,Detritus / Unsharp Organisms,confirmed
5727,2330,2759,47,46,3,3,Detritus / Unsharp Organisms,confirmed
5726,1596,2720,52,50,3,3,Detritus / Unsharp Organisms,confirmed
5680,1572,259,55,54,3,3,Detritus / Unsharp Organisms,confirmed
5694,2160,964,106,107,5,5,Detritus / Unsharp Organisms,confirmed
5703,2659,1324,53,53,5,5,Detritus / Unsharp Organisms,confirmed
5715,1741,2047,84,62,6,6,Detritus / Unsharp Organisms,confirmed
5690,1389,716,67,58,6,6,Detritus / Unsharp Organisms,confirmed
5689,1763,715,37,45,7,7,Detritus / Unsharp Organisms,confirmed
5724,2046,2550,49,64,7,7,Detritus / Unsharp Organisms,confirmed
5701,2690,1239,240,381,7,7,Detritus / Unsharp Organisms,confirmed
5712,2736,1785,29,59,7,7,Detritus / Unsharp Organisms,confirmed
5705,1380,1376,53,58,7,7,Detritus / Unsharp Organisms,confirmed
5683,1525,407,64,77,7,7,Detritus / Unsharp Organisms,confirmed
5700,2145,1211,105,113,7,7,Detritus / Unsharp Organisms,confirmed
5717,1096,2122,56,58,7,7,Detritus / Unsharp Organisms,confirmed
5709,1530,1542,46,64,7,7,Detritus / Unsharp Organisms,confirmed
5697,1139,1079,52,58,7,7,Detritus / Unsharp Organisms,confirmed
5723,2242,2434,48,64,7,7,Detritus / Unsharp Organisms,confirmed
5688,1890,685,107,170,8,8,Detritus / Unsharp Organisms,confirmed
5721,2651,2362,68,86,8,8,Detritus / Unsharp Organisms,confirmed
5686,2191,516,44,70,8,8,Detritus / Unsharp Organisms,confirmed
5714,1646,1986,42,65,8,8,Detritus / Unsharp Organisms,confirmed
5706,1322,1413,33,85,8,8,Detritus / Unsharp Organisms,confirmed
5722,2311,2373,143,172,16,16,Detritus / Unsharp Organisms,confirmed
5699,1907,1181,65,80,19,19,Detritus / Unsharp Organisms,confirmed
5711,1097,1647,156,235,29,29,Detritus / Unsharp Organisms,confirmed
5682,2551,333,81,73,31,31,Cladoceramorpha,confirmed
5685,1311,516,85,103,33,33,Detritus / Unsharp Organisms,confirmed
5708,1540,1487,98,108,39,39,Detritus / Unsharp Organisms,confirmed
5681,1966,303,136,247,47,47,Detritus / Unsharp Organisms,confirmed
5698,2967,1096,103,132,49,49,Detritus / Unsharp Organisms,confirmed
5695,1187,965,140,160,49,49,Detritus / Unsharp Organisms,confirmed
5687,2015,527,89,96,49,49,Detritus / Unsharp Organisms,confirmed
5692,1415,783,106,75,49,49,Detritus / Unsharp Organisms,confirmed
5710,1430,1583,91,84,49,49,Detritus / Unsharp Organisms,confirmed
5696,1405,974,83,44,49,49,Detritus / Unsharp Organisms,confirmed
