detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
4273,2263,2479,153,66,2,2,Detritus / Unsharp Organisms,confirmed
4271,1474,2335,121,36,2,2,Detritus / Unsharp Organisms,confirmed
4272,2663,2444,54,38,2,2,Detritus / Unsharp Organisms,confirmed
4275,1822,2641,94,46,2,2,Detritus / Unsharp Organisms,confirmed
4274,2029,2559,71,66,3,3,Detritus / Unsharp Organisms,confirmed
4243,2414,321,81,61,3,3,Detritus / Unsharp Organisms,confirmed
4270,1331,2334,47,44,3,3,Detritus / Unsharp Organisms,confirmed
4257,2503,1236,75,59,3,3,Detritus / Unsharp Organisms,confirmed
4268,957,2268,70,58,3,3,Detritus / Unsharp Organisms,confirmed
4242,1960,284,191,97,4,4,Detritus / Unsharp Organisms,confirmed
4256,1900,1206,270,140,4,4,Detritus / Unsharp Organisms,confirmed
4266,1757,2120,47,64,7,7,Detritus / Unsharp Organisms,confirmed
4246,1847,397,33,66,7,7,Detritus / Unsharp Organisms,confirmed
4278,1985,2746,58,73,7,7,Detritus / Unsharp Organisms,confirmed
4261,2719,1499,40,83,7,7,Detritus / Unsharp Organisms,confirmed
4279,2322,2752,38,57,7,7,Detritus / Unsharp Organisms,confirmed
4260,1541,1488,50,55,7,7,Detritus / Unsharp Organisms,confirmed
4249,2009,670,66,70,7,7,Detritus / Unsharp Organisms,confirmed
4265,3226,1853,38,65,7,7,Detritus / Unsharp Organisms,confirmed
4277,1571,2701,54,118,7,7,Detritus / Unsharp Organisms,confirmed
4248,1834,670,61,71,7,7,Detritus / Unsharp Organisms,confirmed
4276,1256,2652,43,64,7,7,Detritus / Unsharp Organisms,confirmed
4255,1907,1182,35,92,7,7,Detritus / Unsharp Organisms,confirmed
4245,2407,393,47,82,8,8,Detritus / Unsharp Organisms,confirmed
4244,1540,375,56,96,8,8,Detritus / Unsharp Organisms,confirmed
4251,2058,785,50,86,8,8,Detritus / Unsharp Organisms,confirmed
4269,1362,2282,97,77,10,10,Detritus / Unsharp Organisms,confirmed
4259,1032,1433,47,48,13,13,Detritus / Unsharp Organisms,confirmed
4250,1858,727,144,172,18,18,Detritus / Unsharp Organisms,confirmed
4247,1958,577,71,92,18,18,Detritus / Unsharp Organisms,confirmed
4252,1063,908,81,103,18,18,Detritus / Unsharp Organisms,confirmed
4262,2678,1553,58,71,18,18,Detritus / Unsharp Organisms,confirmed
4267,2322,2192,91,191,29,29,Detritus / Unsharp Organisms,confirmed
4253,1139,993,93,118,29,29,Detritus / Unsharp Organisms,confirmed
4264,1066,1706,146,147,40,40,Detritus / Unsharp Organisms,confirmed
4254,2959,1103,87,141,41,41,Detritus / Unsharp Organisms,confirmed
4258,2802,1244,128,153,49,49,Detritus / Unsharp Organisms,confirmed
4263,1410,1580,82,116,49,49,Detritus / Unsharp Organisms,confirmed
