detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
4042,1730,773,166,103,2,2,Detritus / Unsharp Organisms,confirmed
4049,2602,1314,178,110,2,2,Detritus / Unsharp Organisms,confirmed
4055,951,1705,175,149,2,2,Detritus / Unsharp Organisms,confirmed
4032,2133,240,174,138,2,2,Detritus / Unsharp Organisms,confirmed
4047,1834,1140,290,80,2,2,Detritus / Unsharp Organisms,confirmed
4068,2028,2561,69,54,2,2,Detritus / Unsharp Organisms,confirmed
4050,993,1426,65,38,2,2,Detritus / Unsharp Organisms,confirmed
4073,1921,2752,89,61,2,2,Detritus / Unsharp Organisms,confirmed
4063,1321,2259,155,88,2,2,Detritus / Unsharp Organisms,confirmed
4037,1891,480,88,42,2,2,Detritus / Unsharp Organisms,confirmed
4059,1741,2000,95,47,2,2,Detritus / Unsharp Organisms,confirmed
4060,2957,2083,163,62,2,2,Detritus / Unsharp Organisms,confirmed
4035,1897,294,58,39,2,2,Detritus / Unsharp Organisms,confirmed
4048,2500,1230,80,40,2,2,Detritus / Unsharp Organisms,confirmed
4070,1524,2702,97,46,2,2,Detritus / Unsharp Organisms,confirmed
4065,2675,2406,73,53,2,2,Detritus / Unsharp Organisms,confirmed
4069,1824,2625,93,62,2,2,Detritus / Unsharp Organisms,confirmed
4033,2446,260,113,65,2,2,Detritus / Unsharp Organisms,confirmed
4064,1329,2333,44,44,3,3,Detritus / Unsharp Organisms,confirmed
4072,2283,2750,66,62,3,3,Detritus / Unsharp Organisms,confirmed
4039,1889,586,76,65,3,3,Detritus / Unsharp Organisms,confirmed
4034,1957,273,183,104,4,4,Detritus / Unsharp Organisms,confirmed
4062,2132,2225,208,158,4,4,Detritus / Unsharp Organisms,confirmed
4067,2225,2473,190,66,4,4,Detritus / Unsharp Organisms,confirmed
4054,1327,1615,134,57,4,4,Detritus / Unsharp Organisms,confirmed
4051,1526,1488,65,55,4,4,Detritus / Unsharp Organisms,confirmed
4058,944,1900,50,51,5,5,Detritus / Unsharp Organisms,confirmed
4053,1441,1579,53,87,7,7,Detritus / Unsharp Organisms,confirmed
4057,3222,1860,40,60,7,7,Detritus / Unsharp Organisms,confirmed
4036,1532,404,62,70,7,7,Detritus / Unsharp Organisms,confirmed
4071,1527,2747,36,71,7,7,Detritus / Unsharp Organisms,confirmed
4043,2509,881,41,61,7,7,Detritus / Unsharp Organisms,confirmed
4056,992,1847,43,52,7,7,Detritus / Unsharp Organisms,confirmed
4052,2531,1532,58,67,7,7,Detritus / Unsharp Organisms,confirmed
4040,2057,735,66,92,7,7,Detritus / Unsharp Organisms,confirmed
4038,2033,501,57,80,18,18,Detritus / Unsharp Organisms,confirmed
4061,1495,2201,70,91,18,18,Detritus / Unsharp Organisms,confirmed
4044,1060,927,91,96,19,19,Detritus / Unsharp Organisms,confirmed
4041,1413,766,49,52,39,39,Detritus / Unsharp Organisms,confirmed
4046,2865,1122,135,116,49,49,Detritus / Unsharp Organisms,confirmed
4045,1068,1001,113,112,49,49,Detritus / Unsharp Organisms,confirmed
4066,1501,2411,66,57,49,0,Cladoceramorpha,relabelled
