detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
3814,2722,1788,122,105,2,2,Detritus / Unsharp Organisms,confirmed
3780,2124,259,190,98,2,2,Detritus / Unsharp Organisms,confirmed
3788,2428,575,62,46,2,2,Detritus / Unsharp Organisms,confirmed
3828,2654,2409,53,41,2,2,Detritus / Unsharp Organisms,confirmed
3793,2954,813,60,38,2,2,Detritus / Unsharp Organisms,confirmed
3785,2709,501,108,83,2,2,Detritus / Unsharp Organisms,confirmed
3838,2320,2763,58,44,2,2,Detritus / Unsharp Organisms,confirmed
3831,2029,2557,101,64,2,2,Detritus / Unsharp Organisms,confirmed
3827,2544,2361,77,68,2,2,Detritus / Unsharp Organisms,confirmed
3810,2116,1578,57,46,2,2,Detritus / Unsharp Organisms,confirmed
3795,1945,1106,235,127,2,2,Detritus / Unsharp Organisms,confirmed
3817,2884,1944,90,63,2,2,Detritus / Unsharp Organisms,confirmed
3803,1315,1397,65,59,2,2,Detritus / Unsharp Organisms,confirmed
3781,1797,324,84,49,2,2,Detritus / Unsharp Organisms,confirmed
3833,1819,2639,99,47,2,2,Detritus / Unsharp Organisms,confirmed
3815,2513,1903,65,63,2,2,Detritus / Unsharp Organisms,confirmed
3784,2131,452,55,50,2,2,Detritus / Unsharp Organisms,confirmed
3787,1856,570,73,47,2,2,Detritus / Unsharp Organisms,confirmed
3783,2649,444,99,81,3,3,Detritus / Unsharp Organisms,confirmed
3819,1695,2029,52,41,3,3,Detritus / Unsharp Organisms,confirmed
3786,1976,538,62,56,3,3,Detritus / Unsharp Organisms,confirmed
3801,2802,1274,141,113,4,4,Detritus / Unsharp Organisms,confirmed
3811,3044,1594,87,70,4,4,Detritus / Unsharp Organisms,confirmed
3829,2261,2472,93,39,4,4,Detritus / Unsharp Organisms,confirmed
3820,2746,2050,41,66,7,7,Detritus / Unsharp Organisms,confirmed
3825,1386,2260,71,87,7,7,Detritus / Unsharp Organisms,confirmed
3806,1709,1479,58,88,7,7,Detritus / Unsharp Organisms,confirmed
3808,2723,1514,78,99,7,7,Detritus / Unsharp Organisms,confirmed
3832,2213,2632,55,73,7,7,Detritus / Unsharp Organisms,confirmed
3800,757,1227,49,73,7,7,Detritus / Unsharp Organisms,confirmed
3804,1039,1422,38,50,7,7,Detritus / Unsharp Organisms,confirmed
3837,1986,2732,54,86,7,7,Detritus / Unsharp Organisms,confirmed
3821,1093,2108,39,60,7,7,Detritus / Unsharp Organisms,confirmed
3802,2027,1343,49,83,7,7,Detritus / Unsharp Organisms,confirmed
3816,882,1909,55,65,7,7,Detritus / Unsharp Organisms,confirmed
3797,2558,1205,64,70,7,7,Detritus / Unsharp Organisms,confirmed
3799,980,1225,51,75,7,7,Detritus / Unsharp Organisms,confirmed
3835,1606,2687,43,52,7,7,Detritus / Unsharp Organisms,confirmed
3826,1330,2332,45,47,7,7,Detritus / Unsharp Organisms,confirmed
3805,2421,1477,48,89,7,7,Detritus / Unsharp Organisms,confirmed
3834,1319,2650,66,95,7,7,Detritus / Unsharp Organisms,confirmed
3779,1374,254,41,100,7,7,Detritus / Unsharp Organisms,confirmed
3809,1442,1578,78,121,8,8,Detritus / Unsharp Organisms,confirmed
3823,1940,2184,58,46,10,10,Detritus / Unsharp Organisms,confirmed
3789,2600,596,56,59,14,14,Detritus / Unsharp Organisms,confirmed
3791,2348,698,53,54,15,15,Detritus / Unsharp Organisms,confirmed
3792,1876,726,126,149,18,18,Detritus / Unsharp Organisms,confirmed
3794,1141,996,94,117,29,29,Detritus / Unsharp Organisms,confirmed
3813,1070,1707,159,148,40,40,Detritus / Unsharp Organisms,confirmed
3824,2320,2194,181,191,40,40,Detritus / Unsharp Organisms,confirmed
3796,2959,1107,114,137,41,41,Detritus / Unsharp Organisms,confirmed
3782,1537,393,74,77,45,45,Detritus / Unsharp Organisms,confirmed
3830,2353,2476,71,73,45,45,Detritus / Unsharp Organisms,confirmed
3812,2917,1654,151,148,49,0,Cladoceramorpha,relabelled
3778,1969,202,194,157,49,49,Detritus / Unsharp Organisms,confirmed
3807,1541,1486,54,57,49,49,Detritus / Unsharp Organisms,confirmed
3818,1598,2008,58,61,49,49,Detritus / Unsharp Organisms,confirmed
3822,1451,2167,51,79,49,49,Detritus / Unsharp Organisms,confirmed
3836,1654,2694,46,80,49,49,Detritus / Unsharp Organisms,confirmed
3790,1818,640,48,49,49,49,Detritus / Unsharp Organisms,confirmed
3798,1623,1224,115,104,49,49,Detritus / Unsharp Organisms,confirmed
