detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
5809,2662,2373,136,82,2,2,Detritus / Unsharp Organisms,confirmed
5789,1497,1478,144,102,2,2,Detritus / Unsharp Organisms,confirmed
5811,2024,2549,86,77,2,2,Detritus / Unsharp Organisms,confirmed
5813,2388,2704,85,25,2,2,Detritus / Unsharp Organisms,confirmed
5803,2919,2031,127,50,2,2,Detritus / Unsharp Organisms,confirmed
5791,2923,1581,67,62,2,2,Detritus / Unsharp Organisms,confirmed
5769,1968,261,126,90,2,2,Detritus / Unsharp Organisms,confirmed
5799,2748,1956,76,58,2,2,Detritus / Unsharp Organisms,confirmed
5779,2185,973,83,43,2,2,Detritus / Unsharp Organisms,confirmed
5804,1208,2097,57,53,2,2,Detritus / Unsharp Organisms,confirmed
5805,1076,2119,55,53,3,3,Detritus / Unsharp Organisms,confirmed
5807,1323,2256,284,109,4,4,Detritus / Unsharp Organisms,confirmed
5801,1795,2003,53,82,7,7,Detritus / Unsharp Organisms,confirmed
5768,1686,230,64,117,7,7,Detritus / Unsharp Organisms,confirmed
5806,992,2212,51,71,7,7,Detritus / Unsharp Organisms,confirmed
5772,2191,515,43,64,7,7,Detritus / Unsharp Organisms,confirmed
5782,2147,1169,55,64,7,7,Detritus / Unsharp Organisms,confirmed
5815,2320,2719,31,81,7,7,Detritus / Unsharp Organisms,confirmed
5773,1283,566,36,59,7,7,Detritus / Unsharp Organisms,confirmed
5785,2668,1399,159,225,7,7,Detritus / Unsharp Organisms,confirmed
5794,1322,1615,45,53,7,7,Detritus / Unsharp Organisms,confirmed
5771,1523,394,65,88,7,7,Detritus / Unsharp Organisms,confirmed
5781,1910,1129,43,86,7,7,Detritus / Unsharp Organisms,confirmed
5812,1588,2680,78,88,7,7,Detritus / Unsharp Organisms,confirmed
5786,2459,1416,57,62,7,7,Detritus / Unsharp Organisms,confirmed
5775,2063,700,54,64,7,7,Detritus / Unsharp Organisms,confirmed
5788,2398,1447,63,65,7,7,Detritus / Unsharp Organisms,confirmed
5797,923,1836,85,151,8,8,Detritus / Unsharp Organisms,confirmed
5784,1394,1266,51,129,8,8,Detritus / Unsharp Organisms,confirmed
5787,2906,1433,55,130,8,8,Detritus / Unsharp Organisms,confirmed
5800,1043,1977,54,77,8,8,Detritus / Unsharp Organisms,confirmed
5796,3078,1827,39,85,8,8,Detritus / Unsharp Organisms,confirmed
5814,1982,2718,101,86,10,10,Detritus / Unsharp Organisms,confirmed
5808,2233,2328,89,168,16,16,Detritus / Unsharp Organisms,confirmed
5778,1138,918,136,252,16,16,Detritus / Unsharp Organisms,confirmed
5777,2595,773,52,85,18,18,Detritus / Unsharp Organisms,confirmed
5795,2682,1789,101,110,27,27,Detritus / Unsharp Organisms,confirmed
5790,1440,1581,74,119,29,29,Detritus / Unsharp Organisms,confirmed
5776,1412,712,80,104,29,29,Detritus / Unsharp Organisms,confirmed
5770,1967,348,141,261,29,29,Detritus / Unsharp Organisms,confirmed
5792,2123,1592,49,46,31,2,Detritus / Unsharp Organisms,relabelled
5783,2755,1225,121,169,38,38,Detritus / Unsharp Organisms,confirmed
5793,1089,1610,120,254,43,2,Detritus / Unsharp Organisms,relabelled
5780,2960,1066,56,156,49,49,Detritus / Unsharp Organisms,confirmed
5774,1887,688,117,164,49,49,Detritus / Unsharp Organisms,confirmed
5802,3031,2029,95,98,49,49,Detritus / Unsharp Organisms,confirmed
5798,2282,1879,57,69,49,49,Detritus / Unsharp Organisms,confirmed
5810,2307,2407,110,132,49,49,Detritus / Unsharp Organisms,confirmed
