detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
3269,1874,851,163,79,2,2,Detritus / Unsharp Organisms,confirmed
3274,2148,1213,272,199,2,2,Detritus / Unsharp Organisms,confirmed
3295,1385,2309,66,42,2,2,Detritus / Unsharp Organisms,confirmed
3257,1969,253,319,124,2,2,Detritus / Unsharp Organisms,confirmed
3289,1732,2069,58,40,2,2,Detritus / Unsharp Organisms,confirmed
3301,2635,2501,87,45,2,2,Detritus / Unsharp Organisms,confirmed
3290,2891,2087,64,39,2,2,Detritus / Unsharp Organisms,confirmed
3265,1887,668,69,40,2,2,Detritus / Unsharp Organisms,confirmed
3259,2445,335,87,41,2,2,Detritus / Unsharp Organisms,confirmed
3303,2128,2603,82,44,2,2,Detritus / Unsharp Organisms,confirmed
3256,1536,226,96,78,2,2,Detritus / Unsharp Organisms,confirmed
3271,1159,1063,92,83,2,2,Detritus / Unsharp Organisms,confirmed
3305,1607,2726,70,39,2,2,Detritus / Unsharp Organisms,confirmed
3264,1998,609,72,44,2,2,Detritus / Unsharp Organisms,confirmed
3300,2281,2479,181,113,2,2,Detritus / Unsharp Organisms,confirmed
3263,2150,594,72,48,2,2,Detritus / Unsharp Organisms,confirmed
3278,1317,1399,62,57,2,2,Detritus / Unsharp Organisms,confirmed
3286,2840,1785,73,57,2,2,Detritus / Unsharp Organisms,confirmed
3288,887,1934,66,43,2,2,Detritus / Unsharp Organisms,confirmed
3304,1820,2640,94,44,2,2,Detritus / Unsharp Organisms,confirmed
3280,1433,1508,77,63,2,2,Detritus / Unsharp Organisms,confirmed
3294,1006,2268,67,51,2,2,Detritus / Unsharp Organisms,confirmed
3255,1396,189,137,88,2,2,Detritus / Unsharp Organisms,confirmed
3302,2048,2564,61,53,3,3,Detritus / Unsharp Organisms,confirmed
3306,1984,2783,73,72,3,3,Detritus / Unsharp Organisms,confirmed
3284,2826,1635,74,72,3,3,Detritus / Unsharp Organisms,confirmed
3298,2660,2423,48,45,3,3,Detritus / Unsharp Organisms,confirmed
3299,1545,2470,44,42,3,3,Detritus / Unsharp Organisms,confirmed
3307,2329,2783,51,48,3,3,Detritus / Unsharp Organisms,confirmed
3276,2552,1253,83,75,3,3,Detritus / Unsharp Organisms,confirmed
3287,2505,1907,60,57,3,3,Detritus / Unsharp Organisms,confirmed
3277,2850,1394,179,96,4,4,Detritus / Unsharp Organisms,confirmed
3297,2326,2356,182,99,4,4,Detritus / Unsharp Organisms,confirmed
3272,2963,1186,157,92,4,4,Detritus / Unsharp Organisms,confirmed
3283,3037,1586,79,79,4,4,Detritus / Unsharp Organisms,confirmed
3260,1854,340,65,65,5,5,Detritus / Unsharp Organisms,confirmed
3258,1429,285,72,106,7,7,Detritus / Unsharp Organisms,confirmed
3279,1540,1488,51,55,7,7,Detritus / Unsharp Organisms,confirmed
3270,1763,960,37,61,7,7,Detritus / Unsharp Organisms,confirmed
3296,1330,2330,44,48,7,7,Detritus / Unsharp Organisms,confirmed
3275,981,1218,44,75,7,7,Detritus / Unsharp Organisms,confirmed
3261,1536,391,57,80,7,7,Detritus / Unsharp Organisms,confirmed
3273,1944,1197,30,67,7,7,Detritus / Unsharp Organisms,confirmed
3266,2057,742,41,67,7,7,Detritus / Unsharp Organisms,confirmed
3292,1101,2135,42,73,7,7,Detritus / Unsharp Organisms,confirmed
3291,2519,2113,39,89,8,8,Detritus / Unsharp Organisms,confirmed
3268,2833,850,63,97,14,14,Detritus / Unsharp Organisms,confirmed
3293,1480,2222,64,67,19,19,Detritus / Unsharp Organisms,confirmed
3282,1442,1579,97,149,29,29,Detritus / Unsharp Organisms,confirmed
3262,2686,583,36,55,34,2,Detritus / Unsharp Organisms,relabelled
3285,1084,1778,184,116,49,49,Detritus / Unsharp Organisms,confirmed
3281,1717,1544,92,95,49,49,Detritus / Unsharp Organisms,confirmed
3267,1814,762,112,71,49,49,Detritus / Unsharp Organisms,confirmed
