detection_id,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
4631,2816,519,150,190,0,0,Cladoceramorpha,confirmed
4696,2765,2042,91,60,2,2,Detritus / Unsharp Organisms,confirmed
4718,1393,2419,73,60,2,2,Detritus / Unsharp Organisms,confirmed
4727,2648,2615,68,48,2,2,Detritus / Unsharp Organisms,confirmed
4699,2148,2102,97,53,2,2,Detritus / Unsharp Organisms,confirmed
4621,2230,293,235,52,2,2,Detritus / Unsharp Organisms,confirmed
4624,1290,375,63,34,2,2,Detritus / Unsharp Organisms,confirmed
4680,2491,1683,60,35,2,2,Detritus / Unsharp Organisms,confirmed
4655,2428,1154,132,76,2,2,Detritus / Unsharp Organisms,confirmed
4709,1397,2256,68,40,2,2,Detritus / Unsharp Organisms,confirmed
4661,932,1295,86,47,2,2,Detritus / Unsharp Organisms,confirmed
4673,2923,1596,66,42,2,2,Detritus / Unsharp Organisms,confirmed
4713,2693,2308,139,95,2,2,Detritus / Unsharp Organisms,confirmed
4729,1534,2715,92,67,2,2,Detritus / Unsharp Organisms,confirmed
4614,2360,150,55,41,2,2,Detritus / Unsharp Organisms,confirmed
4647,3312,1004,56,41,2,2,Detritus / Unsharp Organisms,confirmed
4626,2902,407,110,55,2,2,Detritus / Unsharp Organisms,confirmed
4731,2268,2760,83,47,2,2,Detritus / Unsharp Organisms,confirmed
4689,3059,1891,122,57,2,2,Detritus / Unsharp Organisms,confirmed
4693,960,2003,107,37,2,2,Detritus / Unsharp Organisms,confirmed
4721,1606,2501,60,55,3,3,Detritus / Unsharp Organisms,confirmed
4643,1101,885,73,65,3,3,Detritus / Unsharp Organisms,confirmed
4720,2953,2487,51,46,3,3,Detritus / Unsharp Organisms,confirmed
4648,2535,1007,55,53,3,3,Detritus / Unsharp Organisms,confirmed
4653,1857,1144,59,48,3,3,Detritus / Unsharp Organisms,confirmed
4678,3060,1664,86,53,4,4,Detritus / Unsharp Organisms,confirmed
4674,2710,1623,62,62,5,5,Detritus / Unsharp Organisms,confirmed
4692,3010,1985,47,48,5,5,Detritus / Unsharp Organisms,confirmed
4665,1599,1351,65,56,6,6,Detritus / Unsharp Organisms,confirmed
4666,1972,1386,68,55,6,6,Detritus / Unsharp Organisms,confirmed
4687,1214,1891,64,73,7,7,Detritus / Unsharp Organisms,confirmed
4670,1934,1485,58,65,7,7,Detritus / Unsharp Organisms,confirmed
4628,2104,451,50,79,7,7,Detritus / Unsharp Organisms,confirmed
4633,2073,654,57,76,7,7,Detritus / Unsharp Organisms,confirmed
4694,1750,2012,67,88,7,7,Detritus / Unsharp Organisms,confirmed
4635,1842,666,93,209,7,7,Detritus / Unsharp Organisms,confirmed
4637,2507,795,64,87,7,7,Detritus / Unsharp Organisms,confirmed
4651,964,1045,49,83,7,7,Detritus / Unsharp Organisms,confirmed
4681,858,1701,58,71,7,7,Detritus / Unsharp Organisms,confirmed
4732,1913,2782,44,64,7,7,Detritus / Unsharp Organisms,confirmed
4726,1823,2611,41,54,7,7,Detritus / Unsharp Organisms,confirmed
4707,2421,2214,42,57,7,7,Detritus / Unsharp Organisms,confirmed
4622,1466,303,41,62,7,7,Detritus / Unsharp Organisms,confirmed
4625,1514,406,70,112,7,7,Detritus / Unsharp Organisms,confirmed
4695,981,2040,57,67,7,7,Detritus / Unsharp Organisms,confirmed
4662,2904,1306,41,50,7,7,Detritus / Unsharp Organisms,confirmed
4725,1672,2585,41,63,7,7,Detritus / Unsharp Organisms,confirmed
4636,1413,754,49,65,7,7,Detritus / Unsharp Organisms,confirmed
4702,2112,2168,40,46,7,7,Detritus / Unsharp Organisms,confirmed
4675,2588,1631,44,83,7,7,Detritus / Unsharp Organisms,confirmed
4715,3098,2332,37,55,7,7,Detritus / Unsharp Organisms,confirmed
4658,2733,1217,107,281,7,7,Detritus / Unsharp Organisms,confirmed
4698,2246,2068,37,56,7,7,Detritus / Unsharp Organisms,confirmed
4640,1782,827,56,60,7,7,Detritus / Unsharp Organisms,confirmed
